measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2013,1719.270737,1810.354886,1586.95251
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2013,0.018724523,0.019704296,0.017299721
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2013,14.99712367,15.79164673,13.84291755
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2013,34308.15013,36034.09123,31190.00813
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2013,0.373649593,0.391657868,0.340009633
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2013,299.2684976,314.3238065,272.0690809
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2013,3945.662042,4275.527361,3237.720831
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2013,0.042972767,0.046564939,0.034995382
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2013,34.41783794,37.29523873,28.24249763
Deaths,Cuba,Both,All Ages,Total cancers,Number,2013,23966.93256,24872.1945,22463.1753
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2013,0.261023701,0.270107618,0.244894587
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2013,209.0625076,216.9590681,195.9452986
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2012,33478.32636,35117.30325,30384.50046
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2012,0.375095638,0.393319788,0.341703183
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2012,291.9406354,306.2329854,264.9615837
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2012,3770.814227,4084.959447,3112.961547
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2012,0.042248934,0.045723448,0.034911647
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2012,32.88258468,35.62202136,27.14592009
Deaths,Cuba,Both,All Ages,Total cancers,Number,2012,23324.91418,24222.00033,21868.47766
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2012,0.26133488,0.270530316,0.245366683
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2012,203.3999607,211.22281,190.6994154
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2012,1695.656441,1785.3029,1562.40412
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2012,0.018998246,0.019991766,0.017573777
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2012,14.78661189,15.56835481,13.62461333
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2014,4124.266812,4492.812985,3342.356077
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2014,0.043434941,0.04722806,0.035414205
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2014,35.9913763,39.20758044,29.16784989
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2014,35491.57755,37269.37487,32307.79047
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2014,0.373777238,0.391545266,0.339282191
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2014,309.7255297,325.2398927,281.9414692
Deaths,Cuba,Both,All Ages,Total cancers,Number,2014,24689.35937,25676.10861,23116.36339
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2014,0.260015282,0.26921348,0.243617288
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2014,215.4574532,224.0685506,201.7303369
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2014,1741.926536,1835.862088,1602.784277
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2014,0.018344895,0.019305731,0.016891967
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2014,15.20132821,16.02107872,13.98707083
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2015,1817.989086,1918.931088,1683.067641
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2015,0.018260992,0.01922415,0.016866356
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2015,15.87607459,16.75757756,14.69783709
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2015,4373.648703,4795.076264,3547.65075
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2015,0.043931168,0.048056819,0.0355274
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2015,38.19405386,41.87428244,30.98080642
Deaths,Cuba,Both,All Ages,Total cancers,Number,2015,25768.96156,26766.59612,24093.38
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2015,0.25883726,0.268013335,0.242671798
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2015,225.03433,233.7464399,210.4018671
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2015,37170.16572,39028.04823,33867.38296
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2015,0.373358109,0.391217178,0.338778976
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2015,324.5983863,340.8228409,295.7559549
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2016,4443.821137,4899.118384,3600.495374
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2016,0.044053585,0.048435578,0.035604077
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2016,38.8547135,42.83562172,31.48106368
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2016,37558.88717,39457.76826,34050.16264
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2016,0.372323564,0.390198223,0.337785541
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2016,328.3975109,345.0004476,297.718849
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2017,4622.264869,5151.9424,3725.954335
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2017,0.043778776,0.048639284,0.035274511
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2017,40.492762,45.13293447,32.64074786
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2017,1970.868426,2107.180203,1803.42659
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2017,0.01866665,0.01996269,0.017104829
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2017,17.26554154,18.45968348,15.79868869
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2016,1843.66123,1953.696412,1689.994719
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2016,0.018276165,0.019318804,0.016833403
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2016,16.12011975,17.08221641,14.77653096
Deaths,Cuba,Both,All Ages,Total cancers,Number,2017,27407.89182,28720.5807,25645.41993
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2017,0.259585877,0.271095411,0.243063185
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2017,240.1033416,251.6029851,224.6634313
Deaths,Cuba,Both,All Ages,Total cancers,Number,2016,26224.92004,27248.60992,24569.77332
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2016,0.259970526,0.270033724,0.242929237
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2016,229.2985527,238.2492227,214.8267164
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2017,39648.01691,41672.10636,36095.6579
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2017,0.375515509,0.394694392,0.341041648
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2017,347.3313967,365.0631742,316.2114085
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2018,4684.401712,5471.655791,3716.754001
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2018,0.043535103,0.048816479,0.035001555
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2018,41.13762174,48.05115361,32.63990358
Deaths,Cuba,Both,All Ages,Total cancers,Number,2018,27932.33271,31212.10945,24631.08791
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2018,0.25952016,0.271745784,0.242465347
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2018,245.2970108,274.0994542,216.3060386
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2018,2037.197643,2305.598083,1769.235918
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2018,0.018930324,0.020422249,0.017290636
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2018,17.89032436,20.24737153,15.53712992
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2018,40510.48931,44877.87701,35279.81704
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2018,0.37649883,0.396871448,0.342252725
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2018,355.7562499,394.1099083,309.8213727
Deaths,Cuba,Both,All Ages,Total cancers,Number,2019,27726.16257,32941.36147,22740.44565
Deaths,Cuba,Both,All Ages,Total cancers,Percent,2019,0.261463549,0.273233324,0.243638876
Deaths,Cuba,Both,All Ages,Total cancers,Rate,2019,244.1003437,290.014806,200.2062343
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Number,2019,2019.889582,2449.689755,1644.802541
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Percent,2019,0.019055957,0.020494626,0.017424298
Deaths,Cuba,Both,All Ages,Diabetes mellitus,Rate,2019,17.78305021,21.56699867,14.48079461
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Number,2019,39754.57567,47383.55844,33275.92271
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Percent,2019,0.375221624,0.395035848,0.33994664
Deaths,Cuba,Both,All Ages,Cardiovascular diseases,Rate,2019,349.9981493,417.1634957,292.9602735
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Number,2019,4586.190616,5602.985282,3548.802836
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Percent,2019,0.043279315,0.048851317,0.034771787
Deaths,Cuba,Both,All Ages,Chronic respiratory diseases,Rate,2019,40.37669125,49.32852247,31.24355886
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2009,22529.08029,27933.71443,17930.59373
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2009,0.012979754,0.015306091,0.010669559
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2009,13.90055403,17.23524004,11.06326507
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2009,135318.2828,163297.3869,105872.7249
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2009,0.077982971,0.090091774,0.062847621
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2009,83.49205017,100.7552959,65.32399523
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2009,58915.90581,73712.7817,45305.69345
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2009,0.03393543,0.040378982,0.02696422
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2009,36.35140545,45.4811511,27.95383706
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2009,19485.14349,23955.45508,15527.24195
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2009,0.011225088,0.013127042,0.009288679
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2009,12.02242996,14.78063434,9.580385126
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2010,19987.77477,24555.03722,15954.95506
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2010,0.011615125,0.013717808,0.009723503
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2010,11.9726308,14.70841043,9.556981134
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2010,137025.8983,164232.3173,106920.5921
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2010,0.079662199,0.09220868,0.063731375
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2010,82.07819575,98.37477773,64.04518703
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2010,22819.80913,28054.6809,17886.17655
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2010,0.013262434,0.015632775,0.011004505
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2010,13.66901282,16.80468889,10.71377833
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2011,20620.67758,25495.7557,16787.80838
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2011,0.012087794,0.014419889,0.010180655
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2011,11.99478268,14.83055287,9.765252018
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2010,61386.14657,76415.56063,47629.46852
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2010,0.035668206,0.042620891,0.028824797
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2010,36.77015963,45.77274385,28.52994134
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2011,23124.9804,28665.84365,18615.62044
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2011,0.01355944,0.016193439,0.01132038
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2011,13.4515034,16.67455222,10.82846676
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2011,64297.35951,80096.1991,50267.96639
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2011,0.037683701,0.045298147,0.030584962
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2011,37.40094629,46.5909279,29.24022893
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2011,139912.4261,170421.5331,109260.4742
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2011,0.082040372,0.096086449,0.065697832
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2011,81.38525708,99.13201186,63.55541128
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2012,143645.3129,172442.0452,109946.6276
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2012,0.084811566,0.098540145,0.066426327
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2012,81.16679206,97.43838721,62.12534803
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2012,21335.5758,26184.31905,17229.72396
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2012,0.012593959,0.014850077,0.010505932
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2012,12.05566829,14.79545093,9.735656481
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2012,23577.14642,28540.8882,19055.49072
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2012,0.013918417,0.016412592,0.011525757
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2012,13.3222679,16.12703046,10.76730609
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2013,21834.95884,26995.97927,17527.254
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2013,0.012946755,0.015314862,0.010702338
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2013,11.98882296,14.82256131,9.623610777
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2012,67519.49986,83852.99078,53681.36633
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2012,0.03985013,0.047599068,0.032677401
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2012,38.15189715,47.3811371,30.33265903
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2013,146743.7944,179997.5756,113795.2112
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2013,0.087034138,0.101669165,0.069444616
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2013,80.5719573,98.83046185,62.48102643
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2013,23880.3951,29553.79805,18852.20589
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2013,0.014159011,0.01687696,0.011590194
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2013,13.11190148,16.2269714,10.35109617
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2013,70109.61931,86197.60618,55863.11613
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2013,0.041560514,0.049356184,0.034303044
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2013,38.49477435,47.32813318,30.67251073
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2014,148499.4419,178157.1938,117052.1421
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2014,0.088296959,0.102264394,0.071564139
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2014,79.25764659,95.08668666,62.47348266
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2014,23860.15193,29305.07801,19104.94356
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2014,0.014183975,0.016899156,0.011646912
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2014,12.73472455,15.64080973,10.19675795
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2014,71925.07796,87613.94747,56981.02909
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2014,0.042752776,0.050336008,0.03505574
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2014,38.38810662,46.76162546,30.41211608
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2015,153963.477,187351.7271,124251.7474
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2015,0.09238944,0.107851273,0.077373428
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2015,79.90696633,97.23545116,64.48659373
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2015,23953.39774,29411.33299,18941.2477
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2015,0.014371862,0.017085466,0.011703996
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2015,12.43180125,15.26446687,9.830497933
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2014,22171.016,26998.62696,17759.05977
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2014,0.013179766,0.015508414,0.011022082
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2014,11.83319296,14.40980253,9.478428098
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2015,22564.671,27931.96936,18065.09134
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2015,0.013538789,0.016040624,0.011212425
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2015,11.71105278,14.4966779,9.375773223
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2015,73678.80447,90916.28004,57944.95491
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2015,0.044196165,0.052710625,0.036110463
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2015,38.23926207,47.18550314,30.07340215
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2016,24038.37122,29434.78771,19013.30367
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2016,0.0146342,0.017355988,0.01196002
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2016,12.13590437,14.86031501,9.598971286
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2016,22963.97483,28344.92164,18190.29991
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2016,0.013979014,0.016712452,0.011566703
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2016,11.59348942,14.31009011,9.183473295
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2016,155265.9983,187600.2214,124885.8119
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2016,0.094533148,0.110340404,0.079015295
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2016,78.3868961,94.71100707,63.04929133
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2017,24188.66007,29688.89173,19404.90658
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2017,0.014918986,0.017734477,0.012150281
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2017,11.88326098,14.58538206,9.533127032
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2018,160449.2787,191971.9312,128496.5893
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2018,0.099962832,0.117031329,0.082723669
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2018,76.72820129,91.80260014,61.4481551
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2016,75543.93488,93974.32631,59423.72774
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2016,0.045969976,0.055108833,0.037319879
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2016,38.13877242,47.44345725,30.00039688
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2018,24304.22914,30007.34572,19255.59918
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2018,0.015138613,0.017992339,0.012104694
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2018,11.62248781,14.34976636,9.208190286
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2017,23373.04797,28445.31588,18704.06159
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2017,0.014415171,0.017290755,0.011940109
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2017,11.48257192,13.97444552,9.188820074
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2018,79148.2937,99014.17491,62217.48238
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2018,0.04928314,0.059164935,0.038682525
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2018,37.84938304,47.34941536,29.75292596
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2018,23877.20364,29292.94821,19003.61216
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2018,0.014874334,0.017684485,0.0122418
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2018,11.4182806,14.00813543,9.08768796
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2017,77289.08233,95892.93201,60166.1963
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2017,0.047653551,0.056506111,0.03830513
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2017,37.97012044,47.10970901,29.55809089
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2017,157966.1629,189475.4372,128958.873
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2017,0.097442638,0.114016963,0.081470581
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Rate,2017,77.60467651,93.08436526,63.35414774
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,2019,24505.92168,30356.44297,19594.92375
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,2019,0.015398141,0.018359931,0.012342311
Deaths,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,2019,11.40745267,14.13085747,9.121393929
Deaths,Nigeria,Both,All Ages,Total cancers,Number,2019,81229.58504,103120.2919,62619.38785
Deaths,Nigeria,Both,All Ages,Total cancers,Percent,2019,0.051008566,0.06162981,0.040627707
Deaths,Nigeria,Both,All Ages,Total cancers,Rate,2019,37.81219327,48.00226919,29.14918739
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Number,2019,24473.48642,30351.36899,19471.36744
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Percent,2019,0.015376316,0.018591114,0.012494438
Deaths,Nigeria,Both,All Ages,Diabetes mellitus,Rate,2019,11.39235413,14.12849554,9.063878741
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Number,2019,163496.1104,199017.5441,130397.309
Deaths,Nigeria,Both,All Ages,Cardiovascular diseases,Percent,2019,0.102732249,0.12042829,0.083703986
